iter	RMSE
2924	0.2749698425
2925	0.2749556721
2926	0.2749326357
2927	0.2749110855
2928	0.2748941342
2929	0.2748760782
2930	0.2748672482
2931	0.2748407192
2932	0.2748215682
2933	0.2748076505
2934	0.2747811282
2935	0.2747656205
2936	0.274752705
2937	0.2747392802
2938	0.2746987537
2939	0.2746673062
2940	0.2746580351
2941	0.2746436375
2942	0.2746090803
2943	0.2745915766
2944	0.274559794
2945	0.2745416663
2946	0.2745233884
2947	0.2745051217
2948	0.2744882696
2949	0.2744724225
2950	0.274453817
2951	0.2744399056
2952	0.2744273972
2953	0.2744008505
2954	0.2743838553
2955	0.2743659148
2956	0.2743585345
2957	0.2743531172
2958	0.2743354978
2959	0.2743112909
2960	0.2742897913
2961	0.2742625353
2962	0.2742464638
2963	0.2742320943
2964	0.2742142558
2965	0.2741971993
2966	0.2741899512
2967	0.2741686037
2968	0.2741508232
2969	0.2741368839
2970	0.2741250705
2971	0.2741056456
2972	0.274092301
2973	0.2740761822
2974	0.2740576245
2975	0.2740320994
2976	0.2740192116
2977	0.2740049173
2978	0.273985658
2979	0.2739562066
2980	0.273940814
2981	0.2739300996
2982	0.2739116441
2983	0.2739026585
2984	0.2738877856
2985	0.2738675597
2986	0.273850992
2987	0.2738392409
2988	0.2738164219
2989	0.2737969501
2990	0.2737832917
2991	0.2737670426
2992	0.2737507304
2993	0.2737246038
2994	0.2737121124
2995	0.2736911511
2996	0.2736701508
2997	0.2736467696
2998	0.2736332407
2999	0.273580676
